pipeline_name,validation_score,percent_better_than_baseline,parameters
Elastic Net Regressor w/ Replace Nullable Types Transformer + Imputer + Standard Scaler + RF Regressor Select From Model,0.5318603528680442,0.0033918945633032715,"{'Imputer': {'categorical_impute_strategy': 'most_frequent', 'numeric_impute_strategy': 'mean', 'boolean_impute_strategy': 'most_frequent', 'categorical_fill_value': None, 'numeric_fill_value': None, 'boolean_fill_value': None}, 'RF Regressor Select From Model': {'number_features': None, 'n_estimators': 10, 'max_depth': None, 'percent_features': 0.5, 'threshold': 'median', 'n_jobs': -1}, 'Elastic Net Regressor': {'alpha': 0.0001, 'l1_ratio': 0.15, 'max_iter': 1000, 'normalize': False}}"
Mean Baseline Regression Pipeline,0.5318783936223609,0.0,{'Baseline Regressor': {'strategy': 'mean'}}
Elastic Net Regressor w/ Replace Nullable Types Transformer + Imputer + Standard Scaler + Select Columns Transformer,0.5318783936223609,0.0,"{'Imputer': {'categorical_impute_strategy': 'most_frequent', 'numeric_impute_strategy': 'median', 'boolean_impute_strategy': 'most_frequent', 'categorical_fill_value': None, 'numeric_fill_value': None, 'boolean_fill_value': None}, 'Select Columns Transformer': {'columns': [0, 1, 3, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 30, 32, 33, 34, 37, 40, 42, 43, 44]}, 'Elastic Net Regressor': {'alpha': 0.8360787635373778, 'l1_ratio': 0.33739616041726844, 'max_iter': 1000, 'normalize': False}}"
CatBoost Regressor w/ Replace Nullable Types Transformer + Imputer + Select Columns Transformer,0.5318837020771378,-0.0009980579847794187,"{'Imputer': {'categorical_impute_strategy': 'most_frequent', 'numeric_impute_strategy': 'mean', 'boolean_impute_strategy': 'most_frequent', 'categorical_fill_value': None, 'numeric_fill_value': None, 'boolean_fill_value': None}, 'Select Columns Transformer': {'columns': [0, 1, 3, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 30, 32, 33, 34, 37, 40, 42, 43, 44]}, 'CatBoost Regressor': {'n_estimators': 10, 'eta': 0.03, 'max_depth': 6, 'bootstrap_type': None, 'silent': False, 'allow_writing_files': False, 'n_jobs': -1}}"
Random Forest Regressor w/ Replace Nullable Types Transformer + Imputer,0.5319753554895097,-0.018230081972017018,"{'Imputer': {'categorical_impute_strategy': 'most_frequent', 'numeric_impute_strategy': 'mean', 'boolean_impute_strategy': 'most_frequent', 'categorical_fill_value': None, 'numeric_fill_value': None, 'boolean_fill_value': None}, 'Random Forest Regressor': {'n_estimators': 100, 'max_depth': 6, 'n_jobs': -1}}"
Elastic Net Regressor w/ Replace Nullable Types Transformer + Imputer + Standard Scaler,0.5319782392730924,-0.018772270490536782,"{'Imputer': {'categorical_impute_strategy': 'most_frequent', 'numeric_impute_strategy': 'mean', 'boolean_impute_strategy': 'most_frequent', 'categorical_fill_value': None, 'numeric_fill_value': None, 'boolean_fill_value': None}, 'Elastic Net Regressor': {'alpha': 0.0001, 'l1_ratio': 0.15, 'max_iter': 1000, 'normalize': False}}"
Extra Trees Regressor w/ Replace Nullable Types Transformer + Imputer + Select Columns Transformer,0.5319791717029692,-0.018947579337057888,"{'Imputer': {'categorical_impute_strategy': 'most_frequent', 'numeric_impute_strategy': 'mean', 'boolean_impute_strategy': 'most_frequent', 'categorical_fill_value': None, 'numeric_fill_value': None, 'boolean_fill_value': None}, 'Select Columns Transformer': {'columns': [0, 1, 3, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 30, 32, 33, 34, 37, 40, 42, 43, 44]}, 'Extra Trees Regressor': {'n_estimators': 100, 'max_features': 'auto', 'max_depth': 6, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_jobs': -1}}"
Random Forest Regressor w/ Replace Nullable Types Transformer + Imputer + RF Regressor Select From Model,0.5320287764722057,-0.028273915926651357,"{'Imputer': {'categorical_impute_strategy': 'most_frequent', 'numeric_impute_strategy': 'mean', 'boolean_impute_strategy': 'most_frequent', 'categorical_fill_value': None, 'numeric_fill_value': None, 'boolean_fill_value': None}, 'RF Regressor Select From Model': {'number_features': None, 'n_estimators': 10, 'max_depth': None, 'percent_features': 0.5, 'threshold': 'median', 'n_jobs': -1}, 'Random Forest Regressor': {'n_estimators': 100, 'max_depth': 6, 'n_jobs': -1}}"
Random Forest Regressor w/ Replace Nullable Types Transformer + Imputer + Select Columns Transformer,0.5320971103125812,-0.04112155952242424,"{'Imputer': {'categorical_impute_strategy': 'most_frequent', 'numeric_impute_strategy': 'knn', 'boolean_impute_strategy': 'knn', 'categorical_fill_value': None, 'numeric_fill_value': None, 'boolean_fill_value': None}, 'Select Columns Transformer': {'columns': [0, 1, 3, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 30, 32, 33, 34, 37, 40, 42, 43, 44]}, 'Random Forest Regressor': {'n_estimators': 369, 'max_depth': 10, 'n_jobs': -1}}"
LightGBM Regressor w/ Replace Nullable Types Transformer + Imputer + Select Columns Transformer,0.5321788307637054,-0.0564860586455496,"{'Imputer': {'categorical_impute_strategy': 'most_frequent', 'numeric_impute_strategy': 'mean', 'boolean_impute_strategy': 'most_frequent', 'categorical_fill_value': None, 'numeric_fill_value': None, 'boolean_fill_value': None}, 'Select Columns Transformer': {'columns': [0, 1, 3, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 30, 32, 33, 34, 37, 40, 42, 43, 44]}, 'LightGBM Regressor': {'boosting_type': 'gbdt', 'learning_rate': 0.1, 'n_estimators': 20, 'max_depth': 0, 'num_leaves': 31, 'min_child_samples': 20, 'n_jobs': -1, 'bagging_freq': 0, 'bagging_fraction': 0.9}}"
Decision Tree Regressor w/ Replace Nullable Types Transformer + Imputer + Select Columns Transformer,0.5324236673513484,-0.10251849586780624,"{'Imputer': {'categorical_impute_strategy': 'most_frequent', 'numeric_impute_strategy': 'mean', 'boolean_impute_strategy': 'most_frequent', 'categorical_fill_value': None, 'numeric_fill_value': None, 'boolean_fill_value': None}, 'Select Columns Transformer': {'columns': [0, 1, 3, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 30, 32, 33, 34, 37, 40, 42, 43, 44]}, 'Decision Tree Regressor': {'criterion': 'mse', 'max_features': 'auto', 'max_depth': 6, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0}}"
XGBoost Regressor w/ Replace Nullable Types Transformer + Imputer + Select Columns Transformer,0.5331112836748189,-0.2317992359233403,"{'Imputer': {'categorical_impute_strategy': 'most_frequent', 'numeric_impute_strategy': 'mean', 'boolean_impute_strategy': 'most_frequent', 'categorical_fill_value': None, 'numeric_fill_value': None, 'boolean_fill_value': None}, 'Select Columns Transformer': {'columns': [0, 1, 3, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 30, 32, 33, 34, 37, 40, 42, 43, 44]}, 'XGBoost Regressor': {'eta': 0.1, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 100, 'n_jobs': -1}}"
